ward,time,median,mean
9297,1677628800,41.61,41.9
9297,1680307200,45.71,43.43
9297,1682899200,47.06,47.17
9297,1685577600,45,46.04
9297,1688169600,41.17,44.67
9297,1690848000,41.17,41.99
9297,1693526400,41.67,43.19
9297,1696118400,44.12,42.68
9297,1698796800,39.29,41.07
9297,1701388800,41.92,43.17
9297,1704067200,41.73,43.69
9297,1706745600,41.25,43.71
9269,1677628800,28.27,27.63
9269,1680307200,30.56,30.59
9269,1682899200,32.34,29.47
9269,1685577600,29.57,27.42
9269,1688169600,30.28,29.82
9269,1690848000,22.61,26.89
9269,1693526400,29.35,29.61
9269,1696118400,29.35,29.61
9269,1698796800,27.23,58.2
9269,1701388800,28.4,28.9
9269,1704067200,28.4,28.9
9269,1706745600,28.4,28.9
9270,1677628800,52.64,47.42
9270,1680307200,50,48.7
9270,1682899200,48.74,42.81
9270,1685577600,47.4,40.3
9270,1688169600,43.9,37.24
9270,1690848000,50,42.8
9270,1693526400,43.83,46.84
9270,1696118400,52,44.79
9270,1698796800,47.82,98.61
9270,1701388800,48.45,44.13
9270,1704067200,48.45,44.13
9270,1706745600,48.45,44.13
9327,1677628800,44.1,39.98
9327,1680307200,52.78,83.41
9327,1682899200,64.47,116.47
9327,1685577600,50.67,129.43
9327,1688169600,53.24,153.2
9327,1690848000,64.81,143.89
9327,1693526400,62.82,60.05
9327,1696118400,61.49,50.65
9327,1698796800,67.29,68.05
9327,1701388800,63.79,58.4
9327,1704067200,60.7,57.48
9327,1706745600,60.7,57.48
9299,1677628800,46.88,192.8
9299,1680307200,55.07,75.18
9299,1682899200,52.83,109.95
9299,1685577600,53.36,44.33
9299,1688169600,49.19,105.37
9299,1690848000,54.05,254.65
9299,1693526400,57.97,55.69
9299,1696118400,54.74,96
9299,1698796800,52.5,276.5
9299,1701388800,53.74,58.15
9299,1704067200,54.39,56.5
9299,1706745600,54.39,56.5
9302,1677628800,27.27,30.43
9302,1680307200,30,33.23
9302,1682899200,30.67,40.96
9302,1685577600,30,32.7
9302,1688169600,41.25,44.82
9302,1690848000,30.13,43.44
9302,1693526400,30.13,43.44
9302,1696118400,28.45,39.69
9302,1698796800,30,33.75
9302,1701388800,30,33.41
9302,1704067200,28.33,35.09
9302,1706745600,28.33,35.09
9308,1677628800,40.41,38.92
9308,1680307200,39.29,39.77
9308,1682899200,38.02,36.24
9308,1685577600,38.62,36.07
9308,1688169600,38.72,36.45
9308,1690848000,39,37.5
9308,1693526400,39.09,37.75
9308,1696118400,37.57,37.02
9308,1698796800,39.85,37.51
9308,1701388800,40.75,40.26
9308,1704067200,41.41,41.09
9308,1706745600,41.41,41.09
9312,1677628800,42.83,135.07
9312,1680307200,39.67,317.76
9312,1682899200,41.5,115
9312,1685577600,39.03,122.45
9312,1688169600,38.75,230.97
9312,1690848000,42.84,262.21
9312,1693526400,42.6,239.39
9312,1696118400,42.6,239.39
9312,1698796800,41.84,93.76
9312,1701388800,38.98,37.69
9312,1704067200,38.98,37.69
9312,1706745600,38.98,37.69
9313,1677628800,29.33,146.11
9313,1680307200,30.35,65.49
9313,1682899200,29.88,29.84
9313,1685577600,27.71,26.81
9313,1688169600,29.52,29.08
9313,1690848000,30.16,112.76
9313,1693526400,31.25,30.99
9313,1696118400,33.08,30.69
9313,1698796800,29.66,63.56
9313,1701388800,28.89,28.01
9313,1704067200,28.89,28.01
9313,1706745600,28.89,28.01
9314,1677628800,37.67,38.14
9314,1680307200,37.67,38.17
9314,1682899200,37.68,38.24
9314,1685577600,37.68,38.54
9314,1688169600,38.04,38.57
9314,1690848000,37.35,37.95
9314,1693526400,37.68,38.38
9314,1696118400,38.04,38.59
9314,1698796800,38.57,38.73
9314,1701388800,38.57,39.21
9314,1704067200,38.82,39.52
9314,1706745600,38.57,39.24
9315,1677628800,31.9,32.61
9315,1680307200,31.58,32.67
9315,1682899200,29.17,29.55
9315,1685577600,31.01,32.42
9315,1688169600,33.01,32.49
9315,1690848000,30.89,32.7
9315,1693526400,31.44,28.52
9315,1696118400,27.24,28.87
9315,1698796800,27.52,28.8
9315,1701388800,27.08,26.32
9315,1704067200,27.08,26.32
9315,1706745600,27.08,26.32
9316,1677628800,48.75,48.65
9316,1680307200,47.62,48.35
9316,1682899200,46.83,47.41
9316,1685577600,45.07,44.79
9316,1688169600,44.91,44.54
9316,1690848000,44.02,44.47
9316,1693526400,43.64,44.37
9316,1696118400,43.4,43.73
9316,1698796800,44,43.92
9316,1701388800,44.36,43.75
9316,1704067200,45.24,45.51
9316,1706745600,47.61,46.96
9317,1677628800,25.97,26.44
9317,1680307200,25.74,25.38
9317,1682899200,25,25.49
9317,1685577600,24.43,25.3
9317,1688169600,24.88,25.14
9317,1690848000,25,26.87
9317,1693526400,25.86,25.78
9317,1696118400,32.13,26.5
9317,1698796800,29.31,27.58
9317,1701388800,25.35,26.81
9317,1704067200,25.35,26.81
9317,1706745600,25.35,26.81
9318,1677628800,34.29,36.61
9318,1680307200,34.29,34.49
9318,1682899200,34.4,34.16
9318,1685577600,34.67,34.76
9318,1688169600,33.75,33.87
9318,1690848000,33.73,33.79
9318,1693526400,33.77,34.03
9318,1696118400,33.85,34.03
9318,1698796800,33.77,34.28
9318,1701388800,35.28,35.45
9318,1704067200,34.62,35.17
9318,1706745600,33.75,34.26
9319,1677628800,31.41,31.18
9319,1680307200,30.63,31.38
9319,1682899200,30.53,30.67
9319,1685577600,30.77,31.12
9319,1688169600,30.92,31.08
9319,1690848000,30.92,30.99
9319,1693526400,29.2,30.17
9319,1696118400,27.63,28.51
9319,1698796800,31.1,31.11
9319,1701388800,30.92,31.28
9319,1704067200,30.26,30.5
9319,1706745600,30.26,30.45
9320,1677628800,23,25.94
9320,1680307200,25,25.53
9320,1682899200,21.95,22.64
9320,1685577600,24.1,24.13
9320,1688169600,24.1,24.26
9320,1690848000,24.7,25.68
9320,1693526400,26.42,30.12
9320,1696118400,28.53,32.42
9320,1698796800,24.1,32.94
9320,1701388800,29.26,32.46
9320,1704067200,23.25,24.16
9320,1706745600,23.25,24.16
9321,1677628800,38.14,37.84
9321,1680307200,37.68,37.75
9321,1682899200,38.57,36.62
9321,1685577600,39,38.86
9321,1688169600,38.82,38.44
9321,1690848000,37.8,37.32
9321,1693526400,36.2,36.65
9321,1696118400,37.39,36.89
9321,1698796800,37.28,37.45
9321,1701388800,37.06,36.88
9321,1704067200,36.49,37.6
9321,1706745600,37.84,41.03
9322,1677628800,36.11,36.49
9322,1680307200,36.13,37.13
9322,1682899200,35.71,36.16
9322,1685577600,35.8,36.24
9322,1688169600,36.11,36.22
9322,1690848000,36.22,36.01
9322,1693526400,36.92,36.48
9322,1696118400,37.14,38.24
9322,1698796800,37.5,38.92
9322,1701388800,36.89,39.02
9322,1704067200,35.71,37.26
9322,1706745600,35.9,37.6
9323,1677628800,41.23,40.77
9323,1680307200,38.46,39.25
9323,1682899200,40,40.58
9323,1685577600,40.34,41.54
9323,1688169600,40.19,39.47
9323,1690848000,40,39.19
9323,1693526400,40.62,39.89
9323,1696118400,40,39.35
9323,1698796800,40,39.22
9323,1701388800,40.77,39.34
9323,1704067200,40,39.97
9323,1706745600,40,40.37
9324,1677628800,39.39,39.41
9324,1680307200,40.7,40.08
9324,1682899200,41.48,40.71
9324,1685577600,41.86,40.78
9324,1688169600,41.67,40.39
9324,1690848000,41.54,40.9
9324,1693526400,41.54,41.01
9324,1696118400,41.54,41.08
9324,1698796800,41.54,40.48
9324,1701388800,41.67,40.78
9324,1704067200,41.86,41.45
9324,1706745600,41.67,41.52
9509,1677628800,39.81,39.88
9509,1680307200,37.33,38.63
9509,1682899200,37.65,38.22
9509,1685577600,37.65,38.42
9509,1688169600,37.29,38.33
9509,1690848000,37,38.01
9509,1693526400,35.97,36.97
9509,1696118400,37.29,37.36
9509,1698796800,37.29,38.53
9509,1701388800,35.59,36.78
9509,1704067200,36.44,36.53
9509,1706745600,35.84,36.46
9517,1677628800,39.58,38.7
9517,1680307200,40.72,39.95
9517,1682899200,40.76,40.01
9517,1685577600,40.91,39.62
9517,1688169600,40.97,39.73
9517,1690848000,40.96,39.93
9517,1693526400,40.97,40.14
9517,1696118400,40.97,39.96
9517,1698796800,40.54,39.58
9517,1701388800,41.07,40.92
9517,1704067200,42,42.23
9517,1706745600,41.86,42.11
9518,1677628800,26.42,26.81
9518,1680307200,27.13,27.15
9518,1682899200,27.19,26.52
9518,1685577600,25.8,26.47
9518,1688169600,26,26.4
9518,1690848000,26,27.18
9518,1693526400,26.63,27.44
9518,1696118400,26.32,27.25
9518,1698796800,26.38,27.02
9518,1701388800,27.4,27.45
9518,1704067200,27.11,27.04
9518,1706745600,28.24,27.7
9519,1677628800,18.57,18.38
9519,1680307200,18.54,18.5
9519,1682899200,18.18,18.13
9519,1685577600,17.74,17.87
9519,1688169600,17.82,17.84
9519,1690848000,17.74,18.03
9519,1693526400,17.59,17.91
9519,1696118400,17.27,17.31
9519,1698796800,17.25,17.05
9519,1701388800,16.43,16.68
9519,1704067200,17.22,16.97
9519,1706745600,17.27,17.1
9505,1677628800,20,20.06
9505,1680307200,20,20.25
9505,1682899200,20,19.71
9505,1685577600,20,19.55
9505,1688169600,20,20.2
9505,1690848000,20,19.76
9505,1693526400,20,18.38
9505,1696118400,19.23,18.5
9505,1698796800,19,18.57
9505,1701388800,19,19.04
9505,1704067200,19,19.75
9505,1706745600,19.23,19.54
9526,1677628800,37.21,39.71
9526,1680307200,39.76,38.81
9526,1682899200,37.18,37.83
9526,1685577600,37.33,37.38
9526,1688169600,39.66,38.98
9526,1690848000,38.43,37.85
9526,1693526400,38.61,37.65
9526,1696118400,39.66,38.14
9526,1698796800,38.79,37.27
9526,1701388800,39.06,37.24
9526,1704067200,39.66,38.51
9526,1706745600,39.59,39.46
9529,1677628800,24.31,23.99
9529,1680307200,24.03,23.22
9529,1682899200,24,23.15
9529,1685577600,24,23.51
9529,1688169600,24.03,23.76
9529,1690848000,24.27,23.25
9529,1693526400,24.31,23.65
9529,1696118400,24.4,23.46
9529,1698796800,24.58,23.96
9529,1701388800,24.67,24.45
9529,1704067200,24.67,24.32
9529,1706745600,24.67,24.81
9239,1677628800,33.33,32.77
9239,1680307200,32.47,29.6
9239,1682899200,30.83,28.69
9239,1685577600,30.94,29.59
9239,1688169600,28.64,26.8
9239,1690848000,28.57,75.33
9239,1693526400,31.67,28.76
9239,1696118400,31.67,31.14
9239,1698796800,29.63,29.58
9239,1701388800,30.65,30.83
9239,1704067200,30.51,30.51
9239,1706745600,30.51,30.51
9241,1677628800,29.45,94.16
9241,1680307200,27.71,26.39
9241,1682899200,27.18,127.98
9241,1685577600,27.18,127.98
9241,1688169600,28.91,55.87
9241,1690848000,28.75,292.93
9241,1693526400,28.38,31.53
9241,1696118400,28.82,32.48
9241,1698796800,28.82,32.48
9241,1701388800,28.82,32.48
9241,1704067200,28.82,32.48
9241,1706745600,28.82,32.48
9243,1677628800,31.13,31.19
9243,1680307200,30.7,31.58
9243,1682899200,30.35,31.35
9243,1685577600,29.83,30.34
9243,1688169600,29.83,30.83
9243,1690848000,29.83,37.33
9243,1693526400,31.13,39.98
9243,1696118400,30.7,38.72
9243,1698796800,30,34.01
9243,1701388800,30.57,37.44
9243,1704067200,30.7,37.92
9243,1706745600,37.74,39.84
9244,1677628800,36.08,36.52
9244,1680307200,42.53,43.11
9244,1682899200,44.91,41.9
9244,1685577600,32.31,50.45
9244,1688169600,34.55,138.25
9244,1690848000,33.33,77.51
9244,1693526400,43.6,42.67
9244,1696118400,34.91,37.56
9244,1698796800,33.28,35.79
9244,1701388800,38.38,39.79
9244,1704067200,36.67,39.28
9244,1706745600,36.67,39.28
9246,1677628800,32.36,149.53
9246,1680307200,25.66,32.15
9246,1682899200,26.72,124.65
9246,1685577600,37.9,37.61
9246,1688169600,37.2,55.68
9246,1690848000,42.62,159.96
9246,1693526400,36.66,36.23
9246,1696118400,37.28,36.52
9246,1698796800,40.18,39.55
9246,1701388800,40.18,39.55
9246,1704067200,40.18,39.55
9246,1706745600,40.18,39.55
9249,1677628800,39.71,43.88
9249,1680307200,33.14,37.66
9249,1682899200,34.81,35.6
9249,1685577600,34.71,36.38
9249,1688169600,36.48,69.84
9249,1690848000,41.14,132.8
9249,1693526400,40.3,37.47
9249,1696118400,37.5,37.31
9249,1698796800,35.48,35.58
9249,1701388800,33.33,34.29
9249,1704067200,35.29,34.94
9249,1706745600,35.29,34.94
9250,1677628800,63.24,62.3
9250,1680307200,63.01,61.46
9250,1682899200,60.27,60.88
9250,1685577600,57.53,55.89
9250,1688169600,50,50.4
9250,1690848000,51.86,53.54
9250,1693526400,50.64,52.01
9250,1696118400,46.67,48
9250,1698796800,46.33,47.42
9250,1701388800,49.57,50.05
9250,1704067200,52.02,52.73
9250,1706745600,50.11,52.42
9251,1677628800,44.93,46.22
9251,1680307200,41.53,44.68
9251,1682899200,40.71,43.71
9251,1685577600,40.83,44.12
9251,1688169600,41.67,45.01
9251,1690848000,40.74,44.32
9251,1693526400,40.58,44.17
9251,1696118400,40.51,44.46
9251,1698796800,39.93,43.72
9251,1701388800,42.31,45.84
9251,1704067200,45.76,47.31
9251,1706745600,44.12,46.85
9253,1677628800,33.82,34.02
9253,1680307200,33.89,34.65
9253,1682899200,33.85,36
9253,1685577600,34.91,34.61
9253,1688169600,33.82,34.21
9253,1690848000,33.82,34.51
9253,1693526400,35.21,35.2
9253,1696118400,35.64,35.99
9253,1698796800,33.33,33.65
9253,1701388800,30.15,31.74
9253,1704067200,30.62,32.38
9253,1706745600,30,30.77
9256,1677628800,33.25,33.75
9256,1680307200,32.99,33.51
9256,1682899200,32.76,33.11
9256,1685577600,33,33.33
9256,1688169600,32.76,32.88
9256,1690848000,32.41,32.25
9256,1693526400,33.33,33.44
9256,1696118400,33.72,33.55
9256,1698796800,33.64,33.42
9256,1701388800,33.64,33.25
9256,1704067200,33.33,33.21
9256,1706745600,34.02,33.42
9257,1677628800,35.71,34.54
9257,1680307200,34.78,33.78
9257,1682899200,35.97,33.78
9257,1685577600,34.56,43.68
9257,1688169600,33.33,34.33
9257,1690848000,33.33,32.52
9257,1693526400,33.33,32.86
9257,1696118400,33.8,33.99
9257,1698796800,34.31,33.6
9257,1701388800,34.71,33.72
9257,1704067200,34.78,34.69
9257,1706745600,34.78,35.47
9258,1677628800,40.74,45.04
9258,1680307200,40.44,44.67
9258,1682899200,38.52,42.34
9258,1685577600,37.31,41.49
9258,1688169600,37.06,40.74
9258,1690848000,36.68,39.4
9258,1693526400,37.81,39.64
9258,1696118400,36.92,37.81
9258,1698796800,35.71,37.63
9258,1701388800,35.21,36.66
9258,1704067200,34.9,36.3
9258,1706745600,35.58,36.7
9260,1677628800,42,41.66
9260,1680307200,41.64,41.53
9260,1682899200,41.75,41.02
9260,1685577600,42,41.76
9260,1688169600,42,41.73
9260,1690848000,42,42.36
9260,1693526400,42.38,41.99
9260,1696118400,44.44,43.71
9260,1698796800,42,42.09
9260,1701388800,42,41.75
9260,1704067200,42.11,42.03
9260,1706745600,44.44,44.11
9262,1677628800,37.31,36.94
9262,1680307200,37.96,36.44
9262,1682899200,37.5,36.61
9262,1685577600,37.28,36.11
9262,1688169600,37.31,36.08
9262,1690848000,39.02,37.84
9262,1693526400,38.36,36.93
9262,1696118400,37.94,36.76
9262,1698796800,37.31,36.3
9262,1701388800,37.36,36.57
9262,1704067200,38.57,37.95
9262,1706745600,38.97,37.84
9340,1677628800,64.29,71.33
9340,1680307200,64.58,71.11
9340,1682899200,63.38,68.2
9340,1685577600,63.08,69.55
9340,1688169600,65,70.35
9340,1690848000,67.27,75.29
9340,1693526400,66,72.96
9340,1696118400,65,70.74
9340,1698796800,67.5,73.72
9340,1701388800,71.43,80.09
9340,1704067200,70.59,78.11
9340,1706745600,74.19,82.54
9341,1677628800,55.31,52.89
9341,1680307200,54.42,52.64
9341,1682899200,53.2,49.65
9341,1685577600,52.94,52.15
9341,1688169600,52.63,55.76
9341,1690848000,55.23,88.77
9341,1693526400,53.85,54.36
9341,1696118400,55.97,60.8
9341,1698796800,51.3,57.35
9341,1701388800,57.29,73.05
9341,1704067200,59.36,67.87
9341,1706745600,58.87,62.17
9343,1677628800,37.68,37.94
9343,1680307200,37.5,37.77
9343,1682899200,37.46,37.62
9343,1685577600,37.5,37.42
9343,1688169600,37.39,37.46
9343,1690848000,38.52,38.02
9343,1693526400,38.24,38
9343,1696118400,38.41,38.16
9343,1698796800,37.94,37.67
9343,1701388800,38.79,38.17
9343,1704067200,38.75,39.15
9343,1706745600,38.89,39.79
9344,1677628800,40.15,124.02
9344,1680307200,37.87,52.64
9344,1682899200,36.47,44.76
9344,1685577600,39.17,50.84
9344,1688169600,36.89,90.87
9344,1690848000,37.33,41.62
9344,1693526400,42.06,57.77
9344,1696118400,38.17,47.53
9344,1698796800,39.08,52.04
9344,1701388800,38.33,48.77
9344,1704067200,40,49.21
9344,1706745600,38.84,45.77
9347,1677628800,30,30.23
9347,1680307200,30,30.15
9347,1682899200,29.46,29.46
9347,1685577600,30,29.62
9347,1688169600,28.57,28.82
9347,1690848000,28.18,28.86
9347,1693526400,27.97,28.62
9347,1696118400,28.46,28.71
9347,1698796800,29.17,29.35
9347,1701388800,28.45,28.55
9347,1704067200,27.4,28.65
9347,1706745600,29.15,29.76
9348,1677628800,70.06,102.35
9348,1680307200,70.41,58.17
9348,1682899200,68.1,45.6
9348,1685577600,67.06,50.15
9348,1688169600,68.93,74.13
9348,1690848000,70.59,65.69
9348,1693526400,71.43,62.52
9348,1696118400,67.59,61.72
9348,1698796800,70.14,68.2
9348,1701388800,70.38,68.15
9348,1704067200,69.23,70.28
9348,1706745600,70,67.37
9349,1677628800,100.92,100.97
9349,1680307200,97.83,98.77
9349,1682899200,96.59,97.63
9349,1685577600,96.51,97.1
9349,1688169600,97.73,101.02
9349,1690848000,100,100.32
9349,1693526400,95.45,97.06
9349,1696118400,94.32,93.14
9349,1698796800,93.18,92.91
9349,1701388800,94.32,94.84
9349,1704067200,94.89,93.78
9349,1706745600,94,93.86
9350,1677628800,150,156.43
9350,1680307200,150,155.13
9350,1682899200,150,151.24
9350,1685577600,141.3,147.25
9350,1688169600,137.21,149.69
9350,1690848000,148.44,161.45
9350,1693526400,148.51,162.38
9350,1696118400,140,156.92
9350,1698796800,148.44,159.4
9350,1701388800,157.48,163.25
9350,1704067200,160.35,164.9
9350,1706745600,172.15,176.12
11221,1677628800,50.39,61.94
11221,1680307200,59.15,104.18
11221,1682899200,59.38,93.46
11221,1685577600,54,68.67
11221,1688169600,62.75,111.46
11221,1690848000,62.81,144.79
11221,1693526400,63.98,75.63
11221,1696118400,64,61.02
11221,1698796800,50.94,64.17
11221,1701388800,44.12,56.81
11221,1704067200,49.26,48.78
11221,1706745600,49.26,48.78
